23.26507573,32.53822754,120.0,
28.06874426,28.49816829,120.0,
32.18126715,23.75638956,120.0,
35.50138044,18.42964967,120.0,
37.94733192,12.64911064,120.0,
39.45889415,6.55710853,120.0,
39.99884745,0.303648645,120.0,
39.55389638,-5.957288077,120.0,
38.13499711,-12.0715366,120.0,
35.77708764,-17.88854382,120.0,
32.53822754,-23.26507573,120.0,
28.49816829,-28.06874426,120.0,
23.75638956,-32.18126715,120.0,
18.42964967,-35.50138044,120.0,
12.64911064,-37.94733192,120.0,
6.55710853,-39.45889415,120.0,
0.303648645,-39.99884745,120.0,
-5.957288077,-39.55389638,120.0,
-12.0715366,-38.13499711,120.0,
-17.88854382,-35.77708764,120.0,
-23.26507573,-32.53822754,120.0,
-28.06874426,-28.49816829,120.0,
-32.18126715,-23.75638956,120.0,
-35.50138044,-18.42964967,120.0,
-37.94733192,-12.64911064,120.0,
-39.45889415,-6.55710853,120.0,
-39.99884745,-0.303648645,120.0,
-39.55389638,5.957288077,120.0,
-38.13499711,12.0715366,120.0,
-35.77708764,17.88854382,120.0,
-32.53822754,23.26507573,120.0,
-28.49816829,28.06874426,120.0,
-23.75638956,32.18126715,120.0,
